! Freq(MHz)     Int(K)
 99151.6129       0.00 
 99151.8569       0.00 
 99152.1009       0.00 
 99152.3449       0.00 
 99152.5889       0.00 
 99152.8329       0.00 
 99153.0769       0.00 
 99153.3209       0.00 
 99153.5649       0.00 
 99153.8089       0.00 
 99154.0529       0.00 
 99154.2969       0.00 
 99154.5409       0.00 
 99154.7849       0.00 
 99155.0289       0.00 
 99155.2729       0.00 
 99155.5169       0.00 
 99155.7609       0.00 
 99156.0049       0.00 
 99156.2489       0.00 
 99156.4929       0.00 
 99156.7369       0.00 
 99156.9809       0.00 
 99157.2249       0.00 
 99157.4689       0.00 
 99157.7129       0.00 
 99157.9569       0.00 
 99158.2009       0.00 
 99158.4449       0.00 
 99158.6889       0.00 
 99158.9329       0.00 
 99159.1769       0.00 
 99159.4209       0.00 
 99159.6649       0.00 
 99159.9089       0.00 
 99160.1529       0.00 
 99160.3969       0.00 
 99160.6409       0.00 
 99160.8849       0.00 
 99161.1289       0.00 
 99161.3729       0.00 
 99161.6169       0.00 
 99161.8609       0.00 
 99162.1049       0.00 
 99162.3489       0.00 
 99162.5929       0.00 
 99162.8369       0.00 
 99163.0809       0.00 
 99163.3249       0.00 
 99163.5689       0.00 
 99163.8129       0.00 
 99164.0569       0.00 
 99164.3009       0.00 
 99164.5449       0.00 
 99164.7889       0.00 
 99165.0329       0.00 
 99165.2769       0.00 
 99165.5209       0.00 
 99165.7649       0.00 
 99166.0089       0.00 
 99166.2529       0.00 
 99166.4969       0.00 
 99166.7409       0.00 
 99166.9849       0.00 
 99167.2289       0.00 
 99167.4729       0.00 
 99167.7169       0.00 
 99167.9609       0.00 
 99168.2049       0.00 
 99168.4489       0.00 
 99168.6929       0.00 
 99168.9369       0.00 
 99169.1809       0.00 
 99169.4249       0.00 
 99169.6689       0.00 
 99169.9129       0.00 
 99170.1569       0.00 
 99170.4009       0.00 
 99170.6449       0.00 
 99170.8889       0.00 
 99171.1329       0.00 
 99171.3769       0.00 
 99171.6209       0.00 
 99171.8649       0.00 
 99172.1089       0.00 
 99172.3529       0.00 
 99172.5969       0.00 
 99172.8409       0.00 
 99173.0849       0.00 
 99173.3289       0.00 
 99173.5729       0.00 
 99173.8169       0.00 
 99174.0609       0.00 
 99174.3049       0.00 
 99174.5489       0.00 
 99174.7929       0.00 
 99175.0369       0.00 
 99175.2809       0.00 
 99175.5249       0.00 
 99175.7689       0.00 
 99176.0129       0.00 
 99176.2569       0.00 
 99176.5009       0.00 
 99176.7449       0.00 
 99176.9889       0.00 
 99177.2329       0.00 
 99177.4769       0.00 
 99177.7209       0.00 
 99177.9649       0.00 
 99178.2089       0.00 
 99178.4529       0.00 
 99178.6969       0.00 
 99178.9409       0.00 
 99179.1849       0.00 
 99179.4289       0.00 
 99179.6729       0.00 
 99179.9169       0.00 
 99180.1609       0.00 
 99180.4049       0.00 
 99180.6489       0.00 
 99180.8929       0.00 
 99181.1369       0.00 
 99181.3809       0.00 
 99181.6249       0.00 
 99181.8689       0.00 
 99182.1129       0.00 
 99182.3569       0.00 
 99182.6009       0.00 
 99182.8449       0.00 
 99183.0889       0.00 
 99183.3329       0.00 
 99183.5769       0.00 
 99183.8209       0.00 
 99184.0649       0.00 
 99184.3089       0.00 
 99184.5529       0.00 
 99184.7969       0.00 
 99185.0409       0.00 
 99185.2849       0.00 
 99185.5289       0.00 
 99185.7729       0.00 
 99186.0169       0.00 
 99186.2609       0.00 
 99186.5049       0.00 
 99186.7489       0.00 
 99186.9929       0.00 
 99187.2369       0.00 
 99187.4809       0.00 
 99187.7249       0.00 
 99187.9689       0.00 
 99188.2129       0.00 
 99188.4569       0.00 
 99188.7009       0.00 
 99188.9449       0.00 
 99189.1889       0.00 
 99189.4329       0.00 
 99189.6769       0.00 
 99189.9209       0.00 
 99190.1649       0.00 
 99190.4089       0.00 
 99190.6529       0.00 
 99190.8969       0.00 
 99191.1409       0.00 
 99191.3849       0.00 
 99191.6289       0.00 
 99191.8729       0.00 
 99192.1169       0.00 
 99192.3609       0.00 
 99192.6049       0.00 
 99192.8489       0.00 
 99193.0929       0.00 
 99193.3369       0.00 
 99193.5809       0.00 
 99193.8249       0.00 
 99194.0689       0.00 
 99194.3129       0.00 
 99194.5569       0.00 
 99194.8009       0.00 
 99195.0449       0.00 
 99195.2889       0.00 
 99195.5329       0.00 
 99195.7769       0.00 
 99196.0209       0.00 
 99196.2649       0.00 
 99196.5089       0.00 
 99196.7529       0.00 
 99196.9969       0.00 
 99197.2409       0.00 
 99197.4849       0.00 
 99197.7289       0.00 
 99197.9729       0.00 
 99198.2169       0.00 
 99198.4609       0.00 
 99198.7049       0.00 
 99198.9489       0.00 
 99199.1929       0.00 
 99199.4369       0.00 
 99199.6809       0.00 
 99199.9249       0.00 
 99200.1689       0.00 
 99200.4129       0.00 
 99200.6569       0.00 
 99200.9009       0.00 
 99201.1449       0.00 
 99201.3889       0.00 
 99201.6329       0.00 
 99201.8769       0.00 
 99202.1209       0.00 
 99202.3649       0.00 
 99202.6089       0.00 
 99202.8529       0.00 
 99203.0969       0.00 
 99203.3409       0.00 
 99203.5849       0.00 
 99203.8289       0.00 
 99204.0729       0.00 
 99204.3169       0.00 
 99204.5609       0.00 
 99204.8049       0.00 
 99205.0489       0.00 
